"mmwr_week","week","week_start","week_end","season","pathogen","siteno","sitename","year","target_wkavg_concentration","conc_toplot","wkavg_val","wkavg_val_category","row_id"
"202529","29","07/13/2025","07/19/2025","2024-2025","Influenza B","10","Racine Ave PS","2025","0",,"0","Minimal","202529-10-Influenza B"
"202310","10","03/05/2023","03/11/2023","2022-2023","Influenza A","4","Austin/Montclare","2023","2,100","9.32221929473","1","Minimal","202310-4-Influenza A"
"202449","49","12/01/2024","12/07/2024","2024-2025","SARS-CoV-2","4","Austin/Montclare","2024","139,012.5","11.14305385376","3","Low","202449-4-SARS-CoV-2"
"202339","39","09/24/2023","09/30/2023","2022-2023","SARS-CoV-2","4","Austin/Montclare","2023","378,637.5","11.57822362399","6","High","202339-4-SARS-CoV-2"
"202248","48","11/27/2022","12/03/2022","2022-2023","Influenza B","6","West Pullman/Roseland","2022","0",,"0","Minimal","202248-6-Influenza B"
"202331","31","07/30/2023","08/05/2023","2022-2023","RSV","8","Little Village","2023","0",,"0","Minimal","202331-8-RSV"
"202450","50","12/08/2024","12/14/2024","2024-2025","RSV","9","North Branch PS","2024","19,950","10.29994290002","3.4","Low","202450-9-RSV"
"202227","27","07/03/2022","07/09/2022","2021-2022","Influenza B","4","Austin/Montclare","2022",,,"0","Minimal","202227-4-Influenza B"
"202437","37","09/08/2024","09/14/2024","2023-2024","Influenza A","11","125th St PS","2024","0",,"0","Minimal","202437-11-Influenza A"
"202425","25","06/16/2024","06/22/2024","2023-2024","Influenza B","4","Austin/Montclare","2024","0",,"0","Minimal","202425-4-Influenza B"
"202521","21","05/18/2025","05/24/2025","2024-2025","Influenza A","10","Racine Ave PS","2025","13,875","10.14223299179","2.6","Minimal","202521-10-Influenza A"
"202431","31","07/28/2024","08/03/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202431-10-Influenza B"
"202435","35","08/25/2024","08/31/2024","2023-2024","Influenza A","999","All sites","2024","9,225","9.96496637483","0","Minimal","202435-999-Influenza A"
"202427","27","06/30/2024","07/06/2024","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","398,250","11.60015578447","7.4","High","202427-5-SARS-CoV-2"
"202351","51","12/17/2023","12/23/2023","2023-2024","SARS-CoV-2","999","All sites","2023","1,604,951.78571429","12.20546199032","16.1","Very High","202351-999-SARS-CoV-2"
"202444","44","10/27/2024","11/02/2024","2024-2025","Influenza A","11","125th St PS","2024","0",,"0","Minimal","202444-11-Influenza A"
"202237","37","09/11/2022","09/17/2022","2021-2022","Influenza B","999","All sites","2022",,,"0","Minimal","202237-999-Influenza B"
"202504","4","01/19/2025","01/25/2025","2024-2025","RSV","999","All sites","2025","49,210.7142857143","10.6920596688","0","Minimal","202504-999-RSV"
"202408","8","02/18/2024","02/24/2024","2023-2024","Influenza B","999","All sites","2024","28,333.9285714286","10.45230679473","10.8","Moderate","202408-999-Influenza B"
"202324","24","06/11/2023","06/17/2023","2022-2023","RSV","9","North Branch PS","2023","7,275","9.86183299766","1.5","Minimal","202324-9-RSV"
"202543","43","10/19/2025","10/25/2025","2025-2026","Influenza A","999","All sites","2025","551.78571428571","8.74177045242","0","Minimal","202543-999-Influenza A"
"202502","2","01/05/2025","01/11/2025","2024-2025","Influenza A","9","North Branch PS","2025","53,625","10.72936730519","7.6","Moderate","202502-9-Influenza A"
"202537","37","09/07/2025","09/13/2025","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2025","34,462.5","10.53734677911","2.7","Low","202537-6-SARS-CoV-2"
"202233","33","08/14/2022","08/20/2022","2021-2022","Influenza A","999","All sites","2022",,,"0","Minimal","202233-999-Influenza A"
"202533","33","08/10/2025","08/16/2025","2024-2025","SARS-CoV-2","999","All sites","2025","168,075","11.22550311993","3.3","Low","202533-999-SARS-CoV-2"
"202501","1","12/29/2024","01/04/2025","2024-2025","Influenza A","9","North Branch PS","2025","38,212.5","10.58220545173","5.7","Low","202501-9-Influenza A"
"202448","48","11/24/2024","11/30/2024","2024-2025","SARS-CoV-2","4","Austin/Montclare","2024","30,000","10.47712125472","1.2","Minimal","202448-4-SARS-CoV-2"
"202504","4","01/19/2025","01/25/2025","2024-2025","SARS-CoV-2","10","Racine Ave PS","2025","555,675","11.74482085817","9.4","Very High","202504-10-SARS-CoV-2"
"202512","12","03/16/2025","03/22/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","577,387.5","11.7614673775","9.3","Very High","202512-8-SARS-CoV-2"
"202519","19","05/04/2025","05/10/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","63,675","10.80396895364","2","Minimal","202519-8-SARS-CoV-2"
"202446","46","11/10/2024","11/16/2024","2024-2025","SARS-CoV-2","4","Austin/Montclare","2024","79,575","10.90077664729","2.2","Low","202446-4-SARS-CoV-2"
"202333","33","08/13/2023","08/19/2023","2022-2023","Influenza B","10","Racine Ave PS","2023","0",,"0","Minimal","202333-10-Influenza B"
"202450","50","12/08/2024","12/14/2024","2024-2025","Influenza A","11","125th St PS","2024","19,875","10.29830713733","3.1","Low","202450-11-Influenza A"
"202340","40","10/01/2023","10/07/2023","2023-2024","Influenza A","6","West Pullman/Roseland","2023","0",,"0","Minimal","202340-6-Influenza A"
"202542","42","10/12/2025","10/18/2025","2025-2026","RSV","9","North Branch PS","2025","0",,"0","Minimal","202542-9-RSV"
"202407","7","02/11/2024","02/17/2024","2023-2024","RSV","10","Racine Ave PS","2024","50,437.5","10.70275355207","7.4","Moderate","202407-10-RSV"
"202439","39","09/22/2024","09/28/2024","2023-2024","Influenza B","999","All sites","2024","0",,"0","Minimal","202439-999-Influenza B"
"202553","53","12/28/2025","01/03/2026","2025-2026","Influenza A","5","Chicago Lawn/Ashburn","2025","500,925","11.69977270686","29.9","Very High","202553-5-Influenza A"
"202409","9","02/25/2024","03/02/2024","2023-2024","SARS-CoV-2","999","All sites","2024","701,919.642857143","11.84628739609","12.7","Very High","202409-999-SARS-CoV-2"
"202401","1","12/31/2023","01/06/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","5,962.5","9.77542839205","3.5","Low","202401-10-Influenza B"
"202523","23","06/01/2025","06/07/2025","2024-2025","Influenza A","8","Little Village","2025","0",,"0","Minimal","202523-8-Influenza A"
"202246","46","11/13/2022","11/19/2022","2022-2023","Influenza B","8","Little Village","2022","0",,"0","Minimal","202246-8-Influenza B"
"202406","6","02/04/2024","02/10/2024","2023-2024","Influenza B","10","Racine Ave PS","2024","10,425","10.01807606365","3","Low","202406-10-Influenza B"
"202549","49","11/30/2025","12/06/2025","2025-2026","Influenza A","9","North Branch PS","2025","20,287.5","10.30722853283","3.4","Low","202549-9-Influenza A"
"202403","3","01/14/2024","01/20/2024","2023-2024","Influenza B","4","Austin/Montclare","2024","31,275","10.49519731837","12.8","High","202403-4-Influenza B"
"202410","10","03/03/2024","03/09/2024","2023-2024","SARS-CoV-2","999","All sites","2024","779,244.642857143","11.89167382528","13.2","Very High","202410-999-SARS-CoV-2"
"202508","8","02/16/2025","02/22/2025","2024-2025","SARS-CoV-2","11","125th St PS","2025","157,425","11.19707370197","7.4","High","202508-11-SARS-CoV-2"
"202512","12","03/16/2025","03/22/2025","2024-2025","Influenza A","11","125th St PS","2025","3,975","9.59933713299","1","Minimal","202512-11-Influenza A"
"202326","26","06/25/2023","07/01/2023","2022-2023","RSV","9","North Branch PS","2023","0",,"0","Minimal","202326-9-RSV"
"202345","45","11/05/2023","11/11/2023","2023-2024","RSV","10","Racine Ave PS","2023","118,312.5","11.07303063131","13.6","Very High","202345-10-RSV"
"202346","46","11/12/2023","11/18/2023","2023-2024","SARS-CoV-2","4","Austin/Montclare","2023","569,050","11.75515042768","7.6","High","202346-4-SARS-CoV-2"
"202526","26","06/22/2025","06/28/2025","2024-2025","Influenza B","8","Little Village","2025","0",,"0","Minimal","202526-8-Influenza B"
"202452","52","12/22/2024","12/28/2024","2024-2025","Influenza B","10","Racine Ave PS","2024","0",,"0","Minimal","202452-10-Influenza B"
"202244","44","10/30/2022","11/05/2022","2022-2023","Influenza A","6","West Pullman/Roseland","2022","0",,"0","Minimal","202244-6-Influenza A"
"202225","25","06/19/2022","06/25/2022","2021-2022","SARS-CoV-2","6","West Pullman/Roseland","2022","183,675","11.26405004852","6.9","High","202225-6-SARS-CoV-2"
"202512","12","03/16/2025","03/22/2025","2024-2025","Influenza A","4","Austin/Montclare","2025","61,200","10.78675142215","7","Moderate","202512-4-Influenza A"
"202342","42","10/15/2023","10/21/2023","2023-2024","Influenza B","11","125th St PS","2023","0",,"0","Minimal","202342-11-Influenza B"
"202230","30","07/24/2022","07/30/2022","2021-2022","Influenza A","999","All sites","2022",,,"0","Minimal","202230-999-Influenza A"
"202548","48","11/23/2025","11/29/2025","2025-2026","Influenza A","4","Austin/Montclare","2025","3,787.5","9.57835264151","1","Minimal","202548-4-Influenza A"
"202408","8","02/18/2024","02/24/2024","2023-2024","Influenza A","5","Chicago Lawn/Ashburn","2024","44,475","10.64811595676","5.4","Low","202408-5-Influenza A"
"202510","10","03/02/2025","03/08/2025","2024-2025","Influenza B","4","Austin/Montclare","2025","10,762.5","10.03191316446","8.1","Moderate","202510-4-Influenza B"
"202449","49","12/01/2024","12/07/2024","2024-2025","Influenza A","10","Racine Ave PS","2024","29,775","10.47385177015","4.5","Low","202449-10-Influenza A"
"202536","36","08/31/2025","09/06/2025","2024-2025","SARS-CoV-2","8","Little Village","2025","160,950","11.20669098102","3.8","Moderate","202536-8-SARS-CoV-2"
"202546","46","11/09/2025","11/15/2025","2025-2026","Influenza B","4","Austin/Montclare","2025","0",,"0","Minimal","202546-4-Influenza B"
"202417","17","04/21/2024","04/27/2024","2023-2024","SARS-CoV-2","999","All sites","2024","295,092.857142857","11.46995869733","4.7","Moderate","202417-999-SARS-CoV-2"
"202306","6","02/05/2023","02/11/2023","2022-2023","SARS-CoV-2","8","Little Village","2023","889,950","11.94936560739","13","Very High","202306-8-SARS-CoV-2"
"202431","31","07/28/2024","08/03/2024","2023-2024","Influenza A","9","North Branch PS","2024","0",,"0","Minimal","202431-9-Influenza A"
"202325","25","06/18/2023","06/24/2023","2022-2023","Influenza A","6","West Pullman/Roseland","2023","2,025","9.30642502755","1","Minimal","202325-6-Influenza A"
"202549","49","11/30/2025","12/06/2025","2025-2026","RSV","10","Racine Ave PS","2025","1,800","9.2552725051","0.9","Minimal","202549-10-RSV"
"202418","18","04/28/2024","05/04/2024","2023-2024","Influenza B","9","North Branch PS","2024","6,037.5","9.78085714376","1.5","Minimal","202418-9-Influenza B"
"202242","42","10/16/2022","10/22/2022","2022-2023","Influenza B","999","All sites","2022","3,506.25","9.5448428786","0","Minimal","202242-999-Influenza B"
"202408","8","02/18/2024","02/24/2024","2023-2024","Influenza A","999","All sites","2024","71,544.6428571429","10.85457712007","0","Minimal","202408-999-Influenza A"
"202446","46","11/10/2024","11/16/2024","2024-2025","RSV","9","North Branch PS","2024","0",,"0","Minimal","202446-9-RSV"
"202317","17","04/23/2023","04/29/2023","2022-2023","Influenza B","6","West Pullman/Roseland","2023","0",,"0","Minimal","202317-6-Influenza B"
"202346","46","11/12/2023","11/18/2023","2023-2024","SARS-CoV-2","10","Racine Ave PS","2023","15,600","10.19312459835","0.8","Minimal","202346-10-SARS-CoV-2"
"202350","50","12/10/2023","12/16/2023","2023-2024","Influenza A","999","All sites","2023","53,233.9285714286","10.72618851753","7","Moderate","202350-999-Influenza A"
"202309","9","02/26/2023","03/04/2023","2022-2023","Influenza B","6","West Pullman/Roseland","2023","0",,"0","Minimal","202309-6-Influenza B"
"202407","7","02/11/2024","02/17/2024","2023-2024","RSV","6","West Pullman/Roseland","2024","1,987.5","9.29830713733","1","Minimal","202407-6-RSV"
"202409","9","02/25/2024","03/02/2024","2023-2024","SARS-CoV-2","8","Little Village","2024","339,825","11.53125532557","6.5","High","202409-8-SARS-CoV-2"
"202603","3","01/18/2026","01/24/2026","2025-2026","Influenza A","4","Austin/Montclare","2026","75,017.3185166835","10.8751615363","8.3","Moderate","202603-4-Influenza A"
"202425","25","06/16/2024","06/22/2024","2023-2024","RSV","9","North Branch PS","2024","0",,"0","Minimal","202425-9-RSV"
"202301","1","01/01/2023","01/07/2023","2022-2023","SARS-CoV-2","8","Little Village","2023","1,291,500","12.11109441051","17.1","Very High","202301-8-SARS-CoV-2"
"202334","34","08/20/2023","08/26/2023","2022-2023","Influenza B","9","North Branch PS","2023","1,987.5","9.29830713733","1","Minimal","202334-9-Influenza B"
"202217","17","04/24/2022","04/30/2022","2021-2022","SARS-CoV-2","5","Chicago Lawn/Ashburn","2022","185,325","11.26793400879","4.2","Moderate","202217-5-SARS-CoV-2"
"202427","27","06/30/2024","07/06/2024","2023-2024","Influenza A","11","125th St PS","2024","0",,"0","Minimal","202427-11-Influenza A"
"202425","25","06/16/2024","06/22/2024","2023-2024","SARS-CoV-2","5","Chicago Lawn/Ashburn","2024","75,750","10.87938263717","2.6","Low","202425-5-SARS-CoV-2"
"202408","8","02/18/2024","02/24/2024","2023-2024","Influenza B","4","Austin/Montclare","2024","37,162.5","10.57010492221","15.9","High","202408-4-Influenza B"
"202401","1","12/31/2023","01/06/2024","2023-2024","Influenza B","999","All sites","2024","13,553.5714285714","10.13205374889","0","Minimal","202401-999-Influenza B"
"202326","26","06/25/2023","07/01/2023","2022-2023","Influenza B","11","125th St PS","2023","0",,"0","Minimal","202326-11-Influenza B"
"202537","37","09/07/2025","09/13/2025","2024-2025","RSV","6","West Pullman/Roseland","2025","0",,"0","Minimal","202537-6-RSV"
"202415","15","04/07/2024","04/13/2024","2023-2024","SARS-CoV-2","8","Little Village","2024","291,112.5","11.46406085389","5.7","High","202415-8-SARS-CoV-2"
"202341","41","10/08/2023","10/14/2023","2023-2024","Influenza B","9","North Branch PS","2023","0",,"0","Minimal","202341-9-Influenza B"
"202531","31","07/27/2025","08/02/2025","2024-2025","SARS-CoV-2","6","West Pullman/Roseland","2025","17,887.5","10.25254964677","1.7","Minimal","202531-6-SARS-CoV-2"
"202404","4","01/21/2024","01/27/2024","2023-2024","SARS-CoV-2","11","125th St PS","2024","1,275,000","12.10551018477","33.9","Very High","202404-11-SARS-CoV-2"
"202601","1","01/04/2026","01/10/2026","2025-2026","RSV","8","Little Village","2026","26,182.663498054","10.41801382417","4.1","Low","202601-8-RSV"
"202437","37","09/08/2024","09/14/2024","2023-2024","SARS-CoV-2","11","125th St PS","2024","53,437.5","10.72784613207","3.6","Moderate","202437-11-SARS-CoV-2"
"202242","42","10/16/2022","10/22/2022","2022-2023","Influenza B","5","Chicago Lawn/Ashburn","2022","0",,"0","Minimal","202242-5-Influenza B"
"202440","40","09/29/2024","10/05/2024","2024-2025","RSV","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202440-5-RSV"
"202332","32","08/06/2023","08/12/2023","2022-2023","RSV","10","Racine Ave PS","2023","2,287.5","9.35936110274","1.1","Minimal","202332-10-RSV"
"202402","2","01/07/2024","01/13/2024","2023-2024","Influenza B","11","125th St PS","2024","2,025","9.30642502755","1","Minimal","202402-11-Influenza B"
"202251","51","12/18/2022","12/24/2022","2022-2023","Influenza A","4","Austin/Montclare","2022","176,437.5","11.24659089549","15.1","High","202251-4-Influenza A"
"202321","21","05/21/2023","05/27/2023","2022-2023","Influenza B","9","North Branch PS","2023","0",,"0","Minimal","202321-9-Influenza B"
"202302","2","01/08/2023","01/14/2023","2022-2023","Influenza B","4","Austin/Montclare","2023","1,950","9.29003461136","1","Minimal","202302-4-Influenza B"
"202433","33","08/11/2024","08/17/2024","2023-2024","Influenza A","999","All sites","2024","4,575","9.6603910984","0","Minimal","202433-999-Influenza A"
"202534","34","08/17/2025","08/23/2025","2024-2025","Influenza A","11","125th St PS","2025","0",,"0","Minimal","202534-11-Influenza A"
"202351","51","12/17/2023","12/23/2023","2023-2024","SARS-CoV-2","8","Little Village","2023","930,000","11.96848294855","13.5","Very High","202351-8-SARS-CoV-2"
"202507","7","02/09/2025","02/15/2025","2024-2025","Influenza B","11","125th St PS","2025","0",,"0","Minimal","202507-11-Influenza B"
"202432","32","08/04/2024","08/10/2024","2023-2024","SARS-CoV-2","11","125th St PS","2024","127,650","11.10602081914","6.6","High","202432-11-SARS-CoV-2"
"202419","19","05/05/2024","05/11/2024","2023-2024","RSV","9","North Branch PS","2024","0",,"0","Minimal","202419-9-RSV"
"202401","1","12/31/2023","01/06/2024","2023-2024","Influenza B","4","Austin/Montclare","2024","0",,"0","Minimal","202401-4-Influenza B"
"202531","31","07/27/2025","08/02/2025","2024-2025","Influenza B","8","Little Village","2025","3,975","9.59933713299","1","Minimal","202531-8-Influenza B"
"202252","52","12/25/2022","12/31/2022","2022-2023","SARS-CoV-2","4","Austin/Montclare","2022","1,863,750","12.27038765646","17","Very High","202252-4-SARS-CoV-2"
"202337","37","09/10/2023","09/16/2023","2022-2023","SARS-CoV-2","8","Little Village","2023","319,725","11.50477659604","6.2","High","202337-8-SARS-CoV-2"
"202523","23","06/01/2025","06/07/2025","2024-2025","Influenza A","9","North Branch PS","2025","7,350","9.86628733908","1.6","Minimal","202523-9-Influenza A"
"202419","19","05/05/2024","05/11/2024","2023-2024","RSV","5","Chicago Lawn/Ashburn","2024","0",,"0","Minimal","202419-5-RSV"
"202445","45","11/03/2024","11/09/2024","2024-2025","Influenza A","6","West Pullman/Roseland","2024","1,950","9.29003461136","1","Minimal","202445-6-Influenza A"
"202507","7","02/09/2025","02/15/2025","2024-2025","RSV","999","All sites","2025","27,691.0714285714","10.44233975988","6.1","Moderate","202507-999-RSV"
